#Condition   
"1"   5.98  3.82
"2"  10.04  6.70
"3"  14.35  9.68
"4"  13.72 11.95
"5"  13.04 10.75
"6"  13.07 10.55
"7"  12.17 11.56
"8"  12.20 12.33
